"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"CU","2019-09-24","76.9",-3.17715215957792,5.55922003942428,"Max Scherzer",595284,453286,"null","called_strike",,,,,"13","null","R","L","R","WSH","PHI","S","null","null",0,0,2019,1.00332370672575,-0.48350156432459,"-0.89","1.52","null","null","null",0,5,"Top","null","null",,,"543228",,"190925_003546",3.03935056420123,-111.888112329689,-0.749351575767078,7.76890947224174,19.1617759685174,-36.2723416948711,3.23,1.51,"null","null","null",76.334,"2741",5.772,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.7270514340232,"null","null","null","null","null","null","null",36,"1","Curveball",2,4,4,2,4,2,4,2,"Infield shift","Standard"
"FF","2019-09-24","95.4",-3.21504286851271,5.22037574678234,"Max Scherzer",596748,453286,"field_out","hit_into_play",,,,,"12","Maikel Franco flies out to left fielder Juan Soto.  ","R","R","R","WSH","PHI","X",7,"fly_ball",1,2,2019,-0.7957138613764,1.29407432352293,"0.30","3.89","null","null","null",2,4,"Top","59.13","109.24",,,"543228",,"190925_002056",11.02875071843,-138.569015060593,-0.796380347848333,-12.603012001659,29.0280861536859,-15.4698633071927,3.23,1.48,"261","90.8","51",95.558,"2490",6.341,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.1589050346689,"0.008","0.006","0.00",1,0,0,3,29,"4","4-Seam Fastball",1,4,4,1,4,1,4,1,"Standard","Standard"
"SL","2019-09-24","83.8",-3.55268067167217,5.08699548255604,"Max Scherzer",596748,453286,"null","called_strike",,,,,"4","null","R","R","R","WSH","PHI","S","null","null",1,1,2019,0.431092278384771,0.052940314923879,"-0.75","2.22","null","null","null",2,4,"Top","null","null",,,"543228",,"190925_002023",5.59906888185677,-121.994503950841,-0.356570556720414,3.21661801866205,22.6183681929705,-31.8096232557755,3.2,1.42,"null","null","null",83.441,"2408",5.899,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.6007663027946,"null","null","null","null","null","null","null",29,"3","Slider",1,4,4,1,4,1,4,1,"Standard","Standard"
"CU","2019-09-24","79.0",-3.21470333544682,5.36852509782251,"Max Scherzer",596748,453286,"null","ball",,,,,"14","null","R","R","R","WSH","PHI","B","null","null",0,1,2019,1.00132153433377,-0.599331675274047,"0.76","1.26","null","null","null",2,4,"Top","null","null",,,"543228",,"190925_002006",6.75709503766714,-114.880438944135,-1.04493534899136,7.50803275956342,20.7854519402788,-37.4447652118112,3.2,1.48,"null","null","null",78.415,"2728",5.862,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.6378083258159,"null","null","null","null","null","null","null",29,"2","Curveball",1,4,4,1,4,1,4,1,"Standard","Standard"
"FF","2019-09-24","94.3",-3.33711943708977,5.4422972358034,"Max Scherzer",596748,453286,"null","foul",,,,,"6","null","R","R","R","WSH","PHI","S","null","null",0,0,2019,-0.902797768942547,1.317255438606,"0.66","2.39","null","null","null",2,4,"Top","null","null",,,"543228",,"190925_001946",12.2201461031811,-136.73439905182,-5.04617839759373,-13.7989629807429,29.4473658596002,-15.0255027202317,3.26,1.53,"null","null","null",93.401,"2424",5.903,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.5962051533964,"null","null","null","null","null","null","null",29,"1","4-Seam Fastball",1,4,4,1,4,1,4,1,"Standard","Standard"
"FF","2019-09-24","94.6",-3.28282863896062,5.45635615334925,"Max Scherzer",656514,453286,"field_out","hit_into_play",,,,,"12","Adam Haseley pops out to third baseman Anthony Rendon.  ","R","L","R","WSH","PHI","X",5,"popup",0,1,2019,-0.956931144357591,1.26572874674653,"1.04","3.26","null","null","null",1,4,"Top","91.24","160.72",,,"543228",,"190925_001918",13.1486884215516,-137.004646280656,-2.73596077030459,-14.609397167259,28.7527804677225,-16.1585764173769,3.37,1.71,"124","52.9","53",93.452,"2497",5.764,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.7355941401578,"0.052","0.047","0.00",1,0,0,1,28,"2","4-Seam Fastball",1,4,4,1,4,1,4,1,"Infield shift","Standard"
"CU","2019-09-24","79.4",-3.28934618031719,5.39632007214343,"Max Scherzer",656514,453286,"null","called_strike",,,,,"13","null","R","L","R","WSH","PHI","S","null","null",0,0,2019,0.988642915168735,-0.542913958513323,"-0.85","2.13","null","null","null",1,4,"Top","null","null",,,"543228",,"190925_001857",3.50860313151837,-115.54304118357,0.533775994521861,8.1431054573821,19.6273870527512,-37.2858694585983,3.4,1.73,"null","null","null",78.969,"2674",5.789,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.7106396966753,"null","null","null","null","null","null","null",28,"1","Curveball",1,4,4,1,4,1,4,1,"Infield shift","Standard"
"FF","2019-09-24","95.4",-3.31971598837804,5.29379761294751,"Max Scherzer",664068,453286,"strikeout","swinging_strike",,,,,"5","Scott Kingery strikes out swinging.  ","R","R","R","WSH","PHI","S",2,"null",3,2,2019,-0.84462966945871,1.25924004724964,"-0.27","2.45","null","null","null",0,4,"Top","null","null",,,"543228",,"190925_001824",9.80726672572736,-138.577388770439,-4.60002067708526,-12.8300417119764,29.067845667845,-15.369642198443,3.52,1.65,"null","null","null",94.859,"2523",5.935,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.5647268383739,"null","null","0.00",1,0,0,"null",27,"7","4-Seam Fastball",1,4,4,1,4,1,4,1,"Standard","Standard"
"SL","2019-09-24","85.5",-3.47646613034717,5.07378885146422,"Max Scherzer",664068,453286,"null","foul",,,,,"4","null","R","R","R","WSH","PHI","S","null","null",3,2,2019,0.233570873851734,0.00650109870768838,"-0.45","2.28","null","null","null",0,4,"Top","null","null",,,"543228",,"190925_001759",6.64001328472044,-124.439402707431,-0.389867036570396,1.24013674880174,22.1821042009395,-32.2398690639564,3.46,1.65,"105","null","null",85.587,"2454",6.086,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.4136287252594,"null","null","null","null","null","null","null",27,"6","Slider",1,4,4,1,4,1,4,1,"Standard","Standard"
"SL","2019-09-24","84.7",-3.47838626742249,5.12010131079527,"Max Scherzer",664068,453286,"null","ball",,,,,"11","null","R","R","R","WSH","PHI","B","null","null",2,2,2019,0.53959270900691,-0.110803174211971,"-0.70","3.62","null","null","null",0,4,"Top","null","null",,,"543228",,"190925_001736",5.40243961172352,-123.273775435553,2.98603681980355,4.45535852968967,22.7990360770694,-34.0646674708432,3.4,1.59,"null","null","null",84.453,"null",5.962,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.5377564210082,"null","null","null","null","null","null","null",27,"5","Slider",1,4,4,1,4,1,4,1,"Standard","Standard"
"CH","2019-09-24","84.9",-3.41668981639527,5.26864895231056,"Max Scherzer",664068,453286,"null","ball",,,,,"13","null","R","R","R","WSH","PHI","B","null","null",1,2,2019,-1.38252779369413,0.0366912223240289,"-1.76","2.24","null","null","null",0,4,"Top","null","null",,,"543228",,"190925_001714",6.55500465430562,-123.399713644637,-0.853813303806312,-15.2142526129603,23.1835609197015,-31.8647839984089,3.49,1.59,"null","null","null",84.47,"1700",5.947,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.5525369258495,"null","null","null","null","null","null","null",27,"4","Changeup",1,4,4,1,4,1,4,1,"Standard","Standard"
"SL","2019-09-24","84.4",-3.58685665257859,5.12604674434867,"Max Scherzer",664068,453286,"null","foul",,,,,"8","null","R","R","R","WSH","PHI","S","null","null",1,1,2019,0.517291715815385,-0.10773179379027,"-0.19","1.60","null","null","null",0,4,"Top","null","null",,,"543228",,"190925_001649",6.84790622105111,-122.705077074735,-1.6362916745361,3.87872692921544,23.3917635847806,-33.1634346870406,3.43,1.62,"5","null","null",84.085,"2493",6.05,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.4497125515816,"null","null","null","null","null","null","null",27,"3","Slider",1,4,4,1,4,1,4,1,"Standard","Standard"
"FF","2019-09-24","94.4",-3.31212771400859,5.41487712176475,"Max Scherzer",664068,453286,"null","swinging_strike",,,,,"6","null","R","R","R","WSH","PHI","S","null","null",1,0,2019,-1.08589888348921,1.16561396867815,"0.53","2.82","null","null","null",0,4,"Top","null","null",,,"543228",,"190925_001628",12.3691544310072,-137.013361238431,-3.62521789338279,-16.2624266281732,28.3794968100504,-16.9219228995329,3.49,1.68,"null","null","null",94.369,"2491",6.273,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.2263367652568,"null","null","null","null","null","null","null",27,"2","4-Seam Fastball",1,4,4,1,4,1,4,1,"Standard","Standard"
"FF","2019-09-24","94.1",-3.29660821686574,5.44069187439294,"Max Scherzer",664068,453286,"null","ball",,,,,"3","null","R","R","R","WSH","PHI","B","null","null",0,0,2019,-1.16885586429342,1.18780281114637,"0.48","3.36","null","null","null",0,4,"Top","null","null",,,"543228",,"190925_001612",12.2394302785469,-136.39424428344,-2.22050757365719,-17.0919505944792,29.6492735960212,-17.255024691471,3.46,1.65,"null","null","null",93.319,"2474",6.019,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.4808157631158,"null","null","null","null","null","null","null",27,"1","4-Seam Fastball",1,4,4,1,4,1,4,1,"Standard","Standard"
"CH","2019-09-24","84.1",-3.45091617470902,5.19799320947298,"Max Scherzer",543543,453286,"home_run","hit_into_play_score",,,,,"7","Brad Miller homers (10) on a line drive to right center field.  ","R","L","R","WSH","PHI","X","null","line_drive",1,1,2019,-1.50184704499139,0.363090996775375,"-0.60","1.92","null","null","null",0,4,"Top","170.83","37.26",,,"543228",,"190925_001536",9.46934090405813,-122.069832018758,-1.89145862719985,-16.6576787807735,23.2308102794225,-28.4485163311137,3.52,1.65,"396","106.8","18",83.531,"1639",5.979,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.5206175393012,"0.750","0.989","2.00",1,0,3,6,26,"3","Changeup",1,3,3,1,3,1,3,1,"Infield shift","Standard"
"CH","2019-09-24","82.2",-3.37851437130197,5.37566195782663,"Max Scherzer",543543,453286,"null","called_strike",,,,,"1","null","R","L","R","WSH","PHI","S","null","null",1,0,2019,-1.39626770796023,0.237654103945173,"-0.74","3.18","null","null","null",0,4,"Top","null","null",,,"543228",,"190925_001507",8.5834942250388,-119.318033834731,1.09051492779449,-14.8156990179422,21.794228049856,-30.3364749255041,3.52,1.62,"null","null","null",81.82,"1411",6.056,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.4433906365857,"null","null","null","null","null","null","null",26,"2","Changeup",1,3,3,1,3,1,3,1,"Infield shift","Standard"
"FF","2019-09-24","92.1",-3.23140701897645,5.5816615084579,"Max Scherzer",543543,453286,"null","ball",,,,,"11","null","R","L","R","WSH","PHI","B","null","null",0,0,2019,-0.951771511690544,1.2177743979995,"-0.38","3.66","null","null","null",0,4,"Top","null","null",,,"543228",,"190925_001453",9.11659864987963,-133.751887857953,-1.57845790987336,-13.1178795243616,28.9119457375802,-17.8212912575747,3.52,1.68,"null","null","null",90.858,"2437",5.651,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.8482560613208,"null","null","null","null","null","null","null",26,"1","4-Seam Fastball",1,3,3,1,3,1,3,1,"Infield shift","Standard"
"SL","2019-09-24","85.2",-3.51286217054164,4.89848570174525,"Max Scherzer",516416,453286,"field_out","hit_into_play",,,,,"14","Jean Segura grounds out, shortstop Trea Turner to first baseman Matt Adams.  ","R","R","R","WSH","PHI","X",6,"ground_ball",1,2,2019,0.363433137516488,0.0350445368814502,"0.09","1.34","null","null","null",2,3,"Top","108.29","157.81",,,"543228",,"190924_235604",7.68963815599274,-123.942338982535,-2.20823902298452,2.47700575642244,20.4685459511297,-31.6403721702412,3.09,1.53,"7","95.1","-14",85.323,"2485",6,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.4992104143849,"0.190","0.171","0.00",1,0,0,2,19,"5","Slider",0,3,3,0,3,0,3,0,"Standard","Standard"
"FF","2019-09-24","95.9",-3.21520075190476,5.14291955813285,"Max Scherzer",516416,453286,"null","foul",,,,,"6","null","R","R","R","WSH","PHI","S","null","null",1,2,2019,-0.811007648961875,1.29920089347732,"0.44","2.57","null","null","null",2,3,"Top","null","null",,,"543228",,"190924_235535",11.4484246374232,-139.172242157788,-4.11298688446595,-12.9952041068232,29.6012798442951,-14.5879465140446,3.06,1.53,"null","null","null",95.868,"2576",6.303,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.1963439859221,"null","null","null","null","null","null","null",19,"4","4-Seam Fastball",0,3,3,0,3,0,3,0,"Standard","Standard"
"SL","2019-09-24","86.4",-3.36594923481532,5.05391797743682,"Max Scherzer",516416,453286,"null","ball",,,,,"14","null","R","R","R","WSH","PHI","B","null","null",0,2,2019,0.310857458991158,0.147460648253572,"2.22","1.11","null","null","null",2,3,"Top","null","null",,,"543228",,"190924_235508",12.5930159661941,-125.350640680074,-3.47861008706806,0.990059828100271,22.7410232521999,-30.1929327268481,3.09,1.48,"null","null","null",86.233,"2466",6.118,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.3812287176361,"null","null","null","null","null","null","null",19,"3","Slider",0,3,3,0,3,0,3,0,"Standard","Standard"
"SL","2019-09-24","86.4",-3.42172360339142,5.07431885564075,"Max Scherzer",516416,453286,"null","swinging_strike",,,,,"14","null","R","R","R","WSH","PHI","S","null","null",0,1,2019,0.375601796242583,0.283578590484065,"0.99","2.08","null","null","null",2,3,"Top","null","null",,,"543228",,"190924_235446",9.67252301360797,-125.418924822986,-1.46973928891352,2.03116667370203,24.4155820684317,-29.1610469056569,3.14,1.53,"null","null","null",85.734,"2433",5.912,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.5873665320252,"null","null","null","null","null","null","null",19,"2","Slider",0,3,3,0,3,0,3,0,"Standard","Standard"
"CU","2019-09-24","79.8",-3.19866736328985,5.26793568703505,"Max Scherzer",516416,453286,"null","called_strike",,,,,"6","null","R","R","R","WSH","PHI","S","null","null",0,0,2019,0.7417559615012,-0.20041655464282,"0.70","2.46","null","null","null",2,3,"Top","null","null",,,"543228",,"190924_235428",7.11987499517715,-115.886207911088,0.919866208812978,5.25494004492306,21.0243482900901,-34.3508202105781,3.17,1.56,"null","null","null",78.885,"2785",5.696,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.8033161253359,"null","null","null","null","null","null","null",19,"1","Curveball",0,3,3,0,3,0,3,0,"Standard","Standard"
"CH","2019-09-24","85.3",-3.32995431161714,5.23152552137124,"Max Scherzer",489149,453286,"strikeout","swinging_strike",,,,,"13","Logan Morrison strikes out swinging.  ","R","L","R","WSH","PHI","S",2,"null",1,2,2019,-1.55859924885124,0.0765705170010658,"-0.58","0.99","null","null","null",1,3,"Top","null","null",,,"543228",,"190924_235343",9.62145381365112,-123.950356366186,-3.85240396238487,-18.0070957346047,23.4998814889798,-30.8470192306408,3.43,1.56,"null","null","null",85.618,"3383",6.456,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.0436085157613,"null","null","0.00",1,0,0,"null",18,"4","Changeup",0,3,3,0,3,0,3,0,"Infield shift","Standard"
"CH","2019-09-24","84.1",-3.40038642444694,5.22202126335229,"Max Scherzer",489149,453286,"null","foul",,,,,"7","null","R","L","R","WSH","PHI","S","null","null",1,1,2019,-1.49430719831594,0.0586099340600709,"-0.62","2.12","null","null","null",1,3,"Top","null","null",,,"543228",,"190924_235314",9.31845227416571,-122.166076690748,-0.923174101160107,-16.6167483582802,23.2563342869481,-31.6382964328078,3.55,1.73,"null","null","null",83.711,"1425",6.053,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.4464230102386,"null","null","null","null","null","null","null",18,"3","Changeup",0,3,3,0,3,0,3,0,"Infield shift","Standard"
"FF","2019-09-24","94.3",-3.37152687485432,5.33266211506486,"Max Scherzer",489149,453286,"null","foul_tip",,,,,"11","null","R","L","R","WSH","PHI","S","null","null",1,0,2019,-1.21790828244169,1.31499813154369,"-0.13","3.80","null","null","null",1,3,"Top","null","null",,,"543228",,"190924_235255",11.0011779310467,-136.817395933574,-1.12612562329788,-17.5078117798612,29.8324339904833,-15.8460123117027,3.52,1.68,"null","null","null",93.539,"2612",5.978,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.5219166392745,"null","null","null","null","null","null","null",18,"2","4-Seam Fastball",0,3,3,0,3,0,3,0,"Infield shift","Standard"
"FF","2019-09-24","94.3",-3.24396900439185,5.42148082064336,"Max Scherzer",489149,453286,"null","ball",,,,,"12","null","R","L","R","WSH","PHI","B","null","null",0,0,2019,-1.15885937462964,1.20777412872537,"0.52","4.58","null","null","null",1,3,"Top","null","null",,,"543228",,"190924_235238",12.2823281340982,-136.801532870775,0.87073957385713,-17.1334814467571,29.4361838044284,-17.4767057190152,3.55,1.68,"null","null","null",93.929,"2548",6.186,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.3139290758752,"null","null","null","null","null","null","null",18,"1","4-Seam Fastball",0,3,3,0,3,0,3,0,"Infield shift","Standard"
"CH","2019-09-24","83.7",-3.3038679854921,5.42218262747027,"Max Scherzer",514917,453286,"field_out","hit_into_play",,,,,"11","Cesar Hernandez grounds out, second baseman Asdrubal Cabrera to first baseman Matt Adams.  ","R","L","R","WSH","PHI","X",4,"ground_ball",0,0,2019,-1.59175360505447,0.0683368264674605,"-0.91","2.65","null","null","null",0,3,"Top","147.41","151.21",,,"543228",,"190924_235204",8.58010629144101,-121.575151195369,-0.116552818986994,-17.2819319376666,22.5706685157932,-31.6958105986482,3.34,1.56,"66","82.0","4",83.394,"1466",6.069,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.4307450561049,"0.292","0.273","0.00",1,0,0,2,17,"1","Changeup",0,3,3,0,3,0,3,0,"Standard","Standard"
"SL","2019-09-24","85.8",-3.47921454043071,5.10010928555447,"Max Scherzer",605400,453286,"strikeout","called_strike",,,,,"2","Aaron Nola called out on strikes.  ","R","R","R","WSH","PHI","S",2,"null",2,2,2019,0.0890825360366918,0.147231604859958,"-0.18","2.59","null","null","null",2,2,"Top","null","null",,,"543228",,"190924_233918",7.59297117375767,-124.776856958869,-0.00326807286188853,-0.47368737433145,23.055031302542,-30.8444451464957,3.09,1.3,"null","null","null",85.806,"2292",6.144,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.3555893633214,"null","null","0.00",1,0,0,"null",13,"5","Slider",0,3,3,0,3,0,3,0,"Standard","Strategic"
"FF","2019-09-24","94.0",-3.42655269414767,5.02497443023502,"Max Scherzer",605400,453286,"null","foul",,,,,"11","null","R","R","R","WSH","PHI","S","null","null",2,1,2019,-1.11271989593438,1.29826741746233,"-1.02","2.32","null","null","null",2,2,"Top","null","null",,,"543228",,"190924_233854",8.62528572436977,-136.507860420064,-4.11275747619594,-15.650346495691,29.2108964126599,-15.4097472757122,3.2,1.39,"295","null","null",93.554,"2407",6.075,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.4241774378062,"null","null","null","null","null","null","null",13,"4","4-Seam Fastball",0,3,3,0,3,0,3,0,"Standard","Standard"
"FF","2019-09-24","93.9",-3.33658147921389,5.19136227421484,"Max Scherzer",605400,453286,"null","ball",,,,,"14","null","R","R","R","WSH","PHI","B","null","null",1,1,2019,-1.09057489194201,1.17523570120549,"1.32","1.47","null","null","null",2,2,"Top","null","null",,,"543228",,"190924_233833",14.5268088396938,-135.950353436348,-6.5073386091849,-16.7270788439524,28.1903704777106,-16.2338411654551,3.09,1.36,"null","null","null",94.24,"1240",6.644,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",53.855459580301,"null","null","null","null","null","null","null",13,"3","4-Seam Fastball",0,3,3,0,3,0,3,0,"Standard","Standard"
"FF","2019-09-24","94.2",-3.35280837826575,5.16124810011923,"Max Scherzer",605400,453286,"null","foul",,,,,"5","null","R","R","R","WSH","PHI","S","null","null",1,0,2019,-1.14137535097161,1.17665381788107,"-0.13","2.11","null","null","null",2,2,"Top","null","null",,,"543228",,"190924_233810",10.7905462761945,-136.624844928896,-4.73569244625241,-16.534952674186,30.191126334033,-16.7692856849108,3.2,1.39,"null","null","null",93.511,"2452",6.072,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.427305494098,"null","null","null","null","null","null","null",13,"2","4-Seam Fastball",0,3,3,0,3,0,3,0,"Standard","Standard"
"FF","2019-09-24","93.5",-3.35827323420263,5.2421860371708,"Max Scherzer",605400,453286,"null","ball",,,,,"14","null","R","R","R","WSH","PHI","B","null","null",0,0,2019,-1.09676854348607,1.24001354447399,"1.03","2.13","null","null","null",2,2,"Top","null","null",,,"543228",,"190924_233758",13.5905566028362,-135.422739442305,-4.8791280964973,-16.3290898387558,29.4281940871235,-16.2178431185811,3.43,1.53,"null","null","null",92.75,"2422",6.091,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.4084357984152,"null","null","null","null","null","null","null",13,"1","4-Seam Fastball",0,3,3,0,3,0,3,0,"Standard","Standard"
"CH","2019-09-24","84.4",-3.33425175436436,5.2526142552029,"Max Scherzer",595284,453286,"strikeout","swinging_strike_blocked",,,,,"13","Andrew Knapp strikes out swinging.  ","R","L","R","WSH","PHI","S",2,"null",1,2,2019,-1.34894298351736,0.0154405117976873,"-0.54","0.42","null","null","null",1,2,"Top","null","null",,,"543228",,"190924_233728",9.09582711978342,-122.57063445325,-4.87709589997068,-15.2441207967913,23.2589417589981,-31.3120172191728,3.17,1.48,"null","null","null",84.087,"1555",6.105,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.3949772376337,"null","null","0.00",1,0,0,"null",12,"8","Changeup",0,3,3,0,3,0,3,0,"Infield shift","Standard"
"FC","2019-09-24","88.9",-3.37134618205262,5.21357315933133,"Max Scherzer",595284,453286,"null","foul",,,,,"5","null","R","L","R","WSH","PHI","S","null","null",1,2,2019,0.303659958024324,0.402357010621811,"0.08","2.61","null","null","null",1,2,"Top","null","null",,,"543228",,"190924_233700",7.81198946375357,-129.250013534417,-1.17168896529731,1.79434908244239,26.5793891126678,-27.6408227903595,3.17,1.45,"58","null","null",88.899,"2429",6.307,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.1926133719884,"null","null","null","null","null","null","null",12,"7","Cutter",0,3,3,0,3,0,3,0,"Infield shift","Standard"
"CH","2019-09-24","84.5",-3.26367638605461,5.34457407283702,"Max Scherzer",595284,453286,"null","foul",,,,,"13","null","R","L","R","WSH","PHI","S","null","null",1,2,2019,-1.42431006120854,0.324498464260236,"-1.11","1.93","null","null","null",1,2,"Top","null","null",,,"543228",,"190924_233615",7.7903484497442,-122.828716627243,-2.24144703449206,-15.800396564457,22.8178792486172,-28.701116807278,3.23,1.53,"5","null","null",84.328,"1546",6.097,565970,453286,"543228","571431","452678","543685","607208","665742","645302","594809",54.4026011723463,"null","null","null","null","null","null","null",12,"6","Changeup",0,3,3,0,3,0,3,0,"Infield shift","Standard"
